label,text,ticket_id
Support general,"Hi, could you please make a reservation at [LOCATION] for the time clock device? The MAC address is [MAC_ADDRESS]. I'm not 100% sure of the IP — it's either [IP_ADDRESS] or [IP_ADDRESS], sorry about that!",692cecdbc57853be
Active Directory,"Hi, I'm putting in a request to set up a basic user account for [USERNAME], that's [NAME] over at [COMPANY] in [LOCATION]. Could you get that created? Thanks!",35de5f7f1e97c6f2
Software,I'm having trouble logging into [NAME] — it just won't let me in. Can someone take a look at what's going on?,19b1df1e377598ed
Support general,"Hi, could you please set up a Light User account for an external user? The username should be [USERNAME] and the account is for [NAME]. Thanks!",51c5cd618d5b4bef
O365,"Hi there, I'm having trouble getting into Skype — could someone help me get access sorted out?",1441b6f6274ed28c
O365,"Hi, Skype isn't logging in on my computer at all — I've tried a couple of times but it just won't sign in. Can someone help me get this working again?",f854f6d13d93705c
Fileservice,Good morning! I was hoping you could give me access to the J: Marketing folder when you get a chance. I need to be able to get in there for my work. Thanks so much!,0aebef4dc7d3b176
O365,"Hi, this is [NAME], head of IT at SC-W — I need help with a shared folder access issue for Fernando. Please check the email in the journal for the full details. Thanks.",bd6072027022720f
O365,"Hi, I'm trying to sign into Skype for Business but it won't let me register — it just fails every time I try. Could someone help me get this sorted out?",27d99c79f7180272
O365,"Hi, I'm having a frustrating issue with Outlook — I installed the plugin in Spanish and now every time I open it, it crashes after just a couple of seconds. I keep seeing this error info: LCID:3082 skulcid:1033. I really need this fixed as I can't use Outlook at all right now. Looking forward to hearing from you. Thanks, [NAME]",e042c4685f8ad3dd
Support general,"Hi, I'd like to request a Light User account for an external contact. This is for [NAME] — ticket ref [TICKET ID]. Could you get that set up when you have a chance?",7b8be167ccfae40a
EOL,"Hey, could you take care of decommissioning [SERVER] from Nexthink? That includes removing the system, checking on any IP reservations, and getting the network team to remove the associated firewall rules.",910d899b0fdc34dd
Fileservice,"Hi, I need read/write access to a few folders on the N: drive — specifically N:/[SERVER]/STA-LEM, N:/[SERVER]/[USERNAME], and N:/[SERVER]/STA-P. Could you help get those permissions set up for me? Thanks!",cbefa7f5263c44e8
Fileservice,"Hi there, could you set up read/write access for me to J:/[NAME], J:/[SERVER], J:/Mailings, and J:/Mailingversand? Appreciate the help!",ffd925f7a14fb7f0
Active Directory,"Hi, I need a new Windows user account set up for someone, including an Exchange email, Skype, and the standard file share access. Could you get that going when you have a chance?",74f81ad9301c88b9
Support general,"Hi team, just a heads-up that planned maintenance has been scheduled for [SERVER] at [LOCATION] on 2018-10-27 starting at 07:00. This will affect cpe0009469 ([COMPANY]) and cpe0013003 ([COMPANY]) as well as [COMPANY] SE. We need feedback on whether this timing works before we proceed.",3a9fcca67c9dd943
Support general,"Hello, we have a new starter who needs a Windows account set up with Exchange email, Skype, and the standard file share access. Could you get that created when you get a chance?",14ee1b07b5e89b3d
Support general,"Hey, we're having trouble with the internet connection at [COMPANY]. It doesn't seem to be working — can someone check on this?",360ed8299d307297
Fileservice,"Hello, I need access to a file server set up for me — the path starts with //[COMPANY]. Could someone please take care of that? Let me know if you need more details.",b9b8a809d9edef7a
Fileservice,"Hi, I'm trying to access the J:/ZR-VVM folder but I don't seem to have permissions. Could you please grant me read/write access to that share?",bec61d356030c2d6
Software,"Hey, [EMAIL] keeps getting a page error when trying to log into US Bank. It's not letting them get past the login screen at all.",8856e44044480f18
EOL,"Please decommission [SERVER] from Nexthink — remove the system, double-check any IP reservations that might still be active, and notify the network team to remove the firewall rules associated with it.",5a163fec1b96abde
Support general,I've completely forgotten my iPhone passcode and now I'm locked out — can someone help me get back in as soon as possible?,4810da3219fccfee
Support general,"Hi, I need help activating BlackBerry Work on my device — I can't get it to activate and I'm not sure what to do next.",623df5c9eb2a60fc
Support general,"Hello, I need a Basic User account created for [NAME] (username: [USERNAME]) — they're based at [COMPANY], [LOCATION]. Could you get this set up for them please?",07d512cd200350d9
Fileservice,"Hi, I'm working with some Access queries and I need delete permissions on the J:/INS-ZR drive so I can append queries properly — right now it's blocking me because I can't delete the existing files first. Could you update my permissions? Thanks!",2f0605258f149b3c
Support general,"Hey, could you set up a light external account for someone we work with outside the company? They just need email and basic access to get going. Thanks!",d7ecc66b27b38548
Support general,"Hi, this is a mobile device request for [NAME] from [COMPANY] at [LOCATION], reference ticket [TICKET ID]. Could someone follow up and get this sorted? Thanks!",d59862edf5b9899a
Active Directory,"Hi, I need to request that the account for [NAME] [NAME] be blocked and cancelled. Could you please take care of that when you get a chance?",0b979097f7cd3a95
Software,Good morning! I need to install a Sicalc update but it's asking for a password to proceed and I don't have it. Could someone please enter the password so I can get this installed? Thanks so much! — [NAME],10f651b55da6db0d
Support general,"Hi there, could you set up a new Windows account for a new team member? They'll need Exchange email, Skype, and the standard file share access, same as everyone else.",6cd3a15ae14ea788
Support general,"Hi, just sending a reminder about a support ticket that was paused — it was originally raised by [COMPANY] [LOCATION] regarding a vulnerability at [LOCATION] on [SERVER]. Could someone pick this back up and provide an update?",3003e49cd628a814
Support general,"Hi, I need some help getting a few work applications installed on my mobile phone. Is there someone who can walk me through it or do it for me?",abc96d8001875eeb
EOL,"Hi there, please decommission [SERVER] — it needs to be removed from Nexthink, any IP reservations should be checked and released, and the network team should be notified to remove the firewall rules.",d28395cea6636e44
Support general,"Hi, could you set up a light external user account for someone outside our organization? They just need basic email access and enough system access to get started. Thanks!",88bca69b00ae0926
O365,"Hi, I'm having an issue with Skype and need some assistance. Could someone get back to me when they're available? Thanks.",8fb83f5ecd3dad39
Fileservice,"Hi, I need to request access to a file share — could someone reach out so we can get the details sorted? Thanks.",47df24961b3a986c
O365,"Hi, I'm having trouble accessing my email inbox — I can't seem to get in. Could someone look into this for me? Thanks.",9664fb0a4248637f
Computer-Services,Good morning! I'm having a problem with the printer at [LOCATION] — it's not showing up as available on my machine and I can't print anything. Could someone help me get it back online?,c05ea92288b0a83e
Support general,I'm getting a Proxy Error when trying to browse — pages just won't load and I keep hitting the same error. Can someone help me fix this?,c0f30b507023a48f
O365,"Hi, could you help me change the name of one of our Exchange meeting rooms? I need it updated to reflect the correct name.",699d92ceea0fc3a5
Fileservice,"Hello, could I please get read and write access to J:/[COMPANY]/HR on the file share? Let me know if you need anything else. Thanks!",60bb726c2d65abed
Fileservice,"Hey, I need full read/write access to N:/[SERVER]/STA-LEM including all subfolders — I was trying to save a file there earlier and got an access denied error.",2ed431344db2172c
O365,"Hi, I was wondering if it's possible to set up email notifications after someone books a slot on my calendar? I'd like to get an alert whenever a meeting is scheduled. Could you help me get that configured?",06ee1af6349fe8eb
O365,"Hey, Outlook isn't working for me at all today — I can't open it or send any emails. Can someone help me get it back up?",e6ec56144f513d3f
Software,"Hi, I need a software installation done on my computer. Could someone help get that set up for me?",4d3889799fdaf5d7
Fileservice,"Hi, I'm hoping to get read/write access to the GROUPS J:/MA-PRICING folder. Could someone sort out those permissions for me when possible? Thanks!",1cab29af5eaa50b8
EOL,"Hi, we're ready to decommission [SERVER]. Please remove the system from Nexthink, review any IP reservations, and coordinate with the network team to get the firewall rules taken down.",5541f62991373e74
Support general,"Hey, we've been flagged by [COMPANY][LOCATION] that there's a vulnerable version of TeamViewer running on [SERVER] — can someone take a look and get that sorted out?",057551e4083c3ff8
O365,"Hi, my OneDrive won't configure properly — it just won't finish setting up no matter what I try. My email and Skype are both working fine, it's just OneDrive. I've attached a screenshot. Can you please help?",9d1b4f15456d112a
Active Directory,"Hi, I need to reset my password — I can't get into my account. Can you help?",9dba51b6750f6dbd
Fileservice,"Hi, I need to be granted read/write access to the [SERVER]-FINANCE-RW file share. Could you set that up for me when you get a chance? Thanks.",c2062f79680c37b8
Active Directory,"Hi, I have a new team member joining and they'll need a Windows account set up along with email, Skype, and the standard file share access. Can you get that created for them? Let me know if you need any additional details.",9327db68e5ca6dbf
O365,"Hi, I need access to a shared mailbox please. Could someone help get that set up for me when you get a chance? Thanks!",900f2b71a1938fe1
O365,"Hey, I need Skype uninstalled and reinstalled on my computer — it's been acting up and I think a fresh install might fix it. Can someone help with that?",edc9b41b310e206f
Fileservice,"Hello, we have a new apprentice, [NAME], who needs access to a shared folder on [SERVER]. Could you please set up the appropriate read/write permissions for them? Let me know if you need any additional details.",3ea8493659f5250a
Software,"I can't get Banco do Brasil to open at all, and my manager has suggested the machine just needs to be formatted. Can you help arrange that?",5b32fc875e337fdc
O365,"Hi, I'm having an issue with Skype and need some help getting it working again. Can someone take a look?",a1c3751ddbd2fdfe
Fileservice,"Hi, I need access to the J:SVT/WST folder — I've been trying to open some files there but keep getting a permissions error. Could you grant me read/write access please?",eb02bfad18ea60e3
Fileservice,"Hi there, I'm trying to access the Z folder (Obers) but I don't seem to have permissions. Could you get me access to that? Thanks.",6fdb2673e6ff5c7f
Support general,"Hi, I need some help reconfiguring my corporate phone — can someone walk me through the setup or do it remotely?",67c9a4dd51041d9b
Support general,"Hi, we need a Light User account set up for an external user — [USERNAME] / [NAME]. Could you get that created when you get a chance?",fcbd851c5298a2cc
EOL,"[SERVER] is being retired and I'd like to get the decommission process started. Please remove it from Nexthink, check any IP reservations tied to it, and notify the network team to clean up the firewall rules.",4739a8936c51297c
EOL,"Hey there, can you decommission [SERVER] from Nexthink? While you're at it, please verify there are no active IP reservations and let the network team know the firewall rules for that server need to come down.",0dfe32e7660891c4
Software,"Hi, could someone help me update the Receira BX program on my computer? It looks like it needs an update but I'm not sure how to do it myself.",edcf641eb67852a0
Support general,"Hi there, could you please set up a new Windows user account? They'll need Exchange email, Skype, and the standard file share permissions. Thanks!",18d1379540f71b1c
EOL,"We're retiring [SERVER] and need it fully cleaned up — please remove it from Nexthink, check for any IP reservations, and make sure the network team removes the associated firewall rules.",65cef4f49ce3fa75
Active Directory,"Hi, could you check [LOCATION] for OneDrive? It's related to [SERVER]-TEST — want to make sure everything is set up properly there.",c353bd8cfb060335
Support general,"Hi team, just a heads up that there are pending updates for [SERVER] in LightHouse that need to be applied — can someone take a look and get those pushed through?",ea34bb6bdbf4365e
Software,"Hi, my account at [LOCATION] has been locked and I can't get in. Can someone unlock it for me as soon as possible?",0e7a40adebac1ebd
Support general,"Hi there, I'd like to request a new user account to be set up. Could someone get that process started? Happy to provide any details you need.",88e6ac6daeca9bf9
Computer-Services,"Hey, I'm having trouble connecting to the network printer and can't figure out what's wrong. Could someone help me get it working?",64652a1e4d6c89a2
Fileservice,"Hi there, I need to get access to the J:/REPOSITORIO folder, and I also need the DANFEview program installed on my machine. Could you help with both of those?",94adf896eb17a8bd
Fileservice,"Hello, we have a new team member joining and they're going to need a user account created. Could you please get that set up for them when you get a chance?",9fe18ed62c791e9b
Computer-Services,"Hey, I've noticed that whenever I undock my laptop and try to use it on its own, it loses the network connection entirely. It works fine when it's in the docking station, but the moment I take it out, no internet or network access at all. Can someone help me fix this?",980fab4c47b57349
EOL,"We're shutting down [SERVER] permanently and need the full decommission done. Please remove it from Nexthink, take care of any IP reservations, and get the network team to remove the firewall rules on their end.",03923af7f78cad68
Fileservice,"Hi, could you please give me read/write access to J:/[USERNAME]? I need to be able to read and save files in that folder. Thanks!",28b6ddb7bae102d6
O365,"Hi, I've noticed that when I send emails from the GTC-TR shared mailbox, they're showing up in my personal Sent Items folder instead of the GTC-TR Sent Items. Is there a way to fix this so sent emails stay in the right mailbox?",3615715a2d81cbf0
Fileservice,"Hi, could you please create a new user account for me? Thanks so much for your help!",f6540dfb5fb49d00
EOL,"Hey team, [SERVER] needs to come down — can you handle removing it from Nexthink, checking any IP reservations associated with it, and getting word to the network team to drop the firewall rules?",39ddfe008c700577
EOL,"Hi, we're looking to fully decommission [SERVER] — please remove it from Nexthink, check on any IP reservations that might still be active, and make sure the network team knows to remove the relevant firewall rules.",3dd67fd0d319a602
Active Directory,I'm locked out of my account and can't log in at all — can someone please unlock it as soon as possible? I need to get back to work!,a93b47aa6de104a7
O365,I'm having a really frustrating issue where files I'm trying to open from Outlook or the shared drive are taking 4 to 5 minutes to load. It's really slowing down my work — can someone help figure out what's causing this?,c31400c7bc9fe050
Support general,"Hey, [NAME] is having an issue with the BlackBerry app on their iPhone — it opens and then immediately closes every time. They can't get it to stay open at all. Can someone help figure out what's going on?",fcfec5567428d16c
Fileservice,"Hey, I need read/write access to J:/[COMPANY]/IT. Could someone get that set up for me? Thanks.",5a997cadfe30f4e9
Support general,"Hi, I'm having some issues with my cellular internet connection and could use some help getting it sorted out. Could someone take a look?",d3b91eb5d40ee168
Fileservice,"Hey, could I get read/write access to a few folders on the J: drive? I need access to j:/MAZ-MATE, j:/MAZ-MB, j:/MBCALC, j:/MBDATA, and j:/Transfer. Thanks!",a8da41021840f313
Fileservice,"Hi, [NAME] is having an issue with the R drive — when she goes to R:/Research/18 Data/18APH/2018APH and tries to copy a folder and rename it to the next date, she gets an error and can't rename it. When she tries to delete the copied folder she gets another error too. The strange thing is no one else seems to have this problem, just her — could someone take a look at her permissions?",2dedc4adc01c73a1
Support general,"Hello, I need a Light user account created for an external user — the username is [USERNAME] and the person's name is [NAME]. Could you get that set up when you have a chance? Thanks!",2fa9216cb5382320
Computer-Services,"Hi, the [SERVER] seems to be malfunctioning. Can someone take a look at it as soon as possible?",c7f08de5ae51348c
Software,"Hi there, I need to get RStudio updated to the latest version — could someone help me with that?",93f73f5ef3a5e7cf
Fileservice,"Hello, I'd like to put in a request for a new user account. Could someone get that started for me? Let me know if you need anything else from my end!",d22abf1106c34794
O365,"Hi, following up on our conversation — I'm still getting that error message in Outlook when trying to forward emails. Could you help get that resolved?",770e386cc30325fc
Software,"Hey, I need a program installed on my computer. Can someone help get that taken care of?",3f71df3cbab49bc7
Fileservice,"Hey, could you please give me read/write access to both j:/azubi and j:/AZB Kaufleute on the J drive? I need to be able to work in both of those folders. Thanks!",7525f37a4cb48e1c
Support general,"Hi, this is being raised on behalf of [COMPANY] at [LOCATION] — there's a vulnerability flagged at [LOCATION] on [LOCATION]-[ADDRESS] that needs to be looked into. Could someone follow up on this please?",cee0b0c42051e12b
Fileservice,"Hi, I just need read-only access to J:/ZR_MAS on the J: drive — I don't need to edit anything, just be able to open and view the files. Could you sort that out for me? Thanks.",d0d63cedf6284cc6
Support general,"Hello, could you please create a Light external user account for someone who needs basic system access and email? Let me know if you need any further details to get this set up.",9673c8dde2e3221d
Support general,"Hello, we have a new person starting and they'll need a full Windows account set up with Exchange email, Skype, and the standard file share access. Could you get that sorted when you get a chance? Thanks!",7257d72dd47e0cc1
Support general,"Hi, submitting a request on behalf of [NAME] from [COMPANY] based at [LOCATION]. Reference ticket [TICKET ID]. Please let me know if you need any additional details.",2f1ded5d7d494d02
O365,"Hi there, I'm having trouble with our email list server — something doesn't seem to be working right. Could someone look into it when you get a chance?",7a57ca5744a30219
Active Directory,"Hello, could you please cancel a user account and make sure all their access is revoked? It needs to be done as soon as possible. Thanks.",9b78cd72eb9620fa
EOL,"This is a request to decommission [SERVER] from Nexthink. Could you take care of removing the system, reviewing IP reservations, and notifying the network team to remove the firewall rules? Thanks!",831c490a79cfbad8
Fileservice,"Hey, could you grant me read-only access to the J:/FAQ BTR_HR file share? I just need to be able to view the files in there. Thanks!",4ea65ea86ea45a7d
O365,"Hey, I need to be able to open my [COMPANY] email on another user's PC — could you help me set that up?",f653bdd2f8f6ab2e
Fileservice,"Hello, I need read/write access to N:/[SERVER]/STA-CAM, including all subfolders underneath it. Could you set that up for me? Thanks!",15a3ffee172719e9
Active Directory,"Olá, preciso que meu acesso seja liberado. Estou sem conseguir entrar no sistema. Podem me ajudar?",8b7120e744ddfff9
Support general,"Hello, we have another new starter coming on board and they'll need a full Windows account set up with Exchange email, Skype, and the usual file share access. Let me know if you need anything else from me.",7d1e836fa08b9529
Fileservice,"Hi there, I need to request access to a file share. Could someone help me get the right permissions set up? Thanks!",9ed92e665e65aab2
Support general,"Hey, could you create a new Windows user account for a new starter? They'll need Exchange email, Skype, and standard file share access set up. Appreciate it!",8085031de7fa3b03
Software,"Hi, I keep getting a supplier error and I'm not sure what's causing it. Can someone take a look and help me figure out what's going wrong?",9f009d64346af584
EOL,"We're ready to fully retire [SERVER] — please remove it from Nexthink, clear any IP reservations associated with it, and coordinate with the network team to get the firewall rules removed.",bf9c4774b1aa9707
Fileservice,"Hello, I'd like to request a new user account to be created for me. Could someone help get that set up when you have a chance? Thanks in advance!",775ec077868944b7
Software,"Hi, [NAME] here — I need some help with a software issue on my computer. Could someone please reach out to assist me?",eea88c729dcf5100
Support general,"Hi, the Phone Work app at [LOCATION] keeps crashing and I think it might be a certificate issue. Could you issue a new certificate to get it working again?",da984c3c140be67b
Software,"Hi, I'm trying to set up the [LOCATION] Verify app on my phone but I can't get the QR code I need to activate it. When I go into my settings on the [COMPANY] Okta page, the Extra Verification section just says [LOCATION] Enabled — but my phone is still asking for a QR code to finish the setup. Can someone help me get that QR code? Thanks, [NAME]",832cf8f54e38d5cc
O365,"Hi, I'm having some kind of problem with Skype and could use some help getting it sorted out. Can someone reach out to me?",1d00d1d9a9c9cbb5
Support general,"Hi, could you set up a Basis User account for [USERNAME]? This is for [NAME] from [COMPANY] based in [LOCATION]. Please let me know if you need anything else!",8cd53395816be2c8
Active Directory,"Hey, I'm having trouble getting access to something and need help. Could someone look into this for me?",1cc5eb5dc34ab8cb
EOL,"Hi, can you help with decommissioning [SERVER] from Nexthink? We need the system removed, IP reservations checked, and the network team notified to take down the firewall rules.",840a9fd9cc3387f2
EOL,"Hey, [SERVER] is being decommissioned — please handle the Nexthink removal, confirm IP reservations are freed up, and make sure the network team knows to remove the firewall rules on their side.",f5c4b8cd9386a119
Computer-Services,"Hi, I'm seeing a fuser error on [SERVER] and it's not printing at all. Can someone come take a look? It seems like a hardware issue.",2960c816f33fcc27
EOL,"Hi, we're retiring [SERVER] and need it fully removed from Nexthink. Can you also check if there are any IP reservations tied to it and loop in the network team to clean up the firewall rules?",a3e84845456b6def
Fileservice,"Hello, I need read/write access to N:/[SERVER]/STA-[LOCATION], including all the subfolders underneath it. Could you please make sure that's set up fully?",6f1bd5d4b705cfad
O365,"Hey, Skype has stopped working on several of our computers here and we're not sure what happened. Can someone come take a look or let us know what to do?",ee33346b0cd3fb68
O365,"Hi, I need Visio installed on my computer. Could someone help get that set up for me?",cb9bdc46c41b6c3e
EOL,"We're retiring [SERVER] and need it fully decommissioned from Nexthink. Please remove it from the system, verify any IP reservations are cleaned up, and coordinate with the network team to drop the firewall rules.",d65801b51819e786
O365,I've been having a bunch of problems with Outlook lately and it's making it hard to get my work done. Could someone reach out to help me figure out what's going on?,e7487c3facfc702a
Support general,"Hi, could you please set up a Light external user account for someone outside the company? They just need email access and the basic system access that comes with that type of account. Thanks!",78dd5db1e15a7192
Fileservice,"Hi, could you give me read and write access to the J:/Topf- und Substratbestellungen folder on the J: drive? I need to be able to open and edit files in there. Thanks!",0570617cf810acbe
Support general,"Hi, I've just been alerted that the site-to-site VPN link has gone down. This is pretty urgent — could someone investigate the network connectivity and get it back up as soon as possible?",e2238746b391d903
Fileservice,"Hey, could you set me up with read/write access to the J:/GMO-DECLARATIONS_MA folder? I need to be able to view and edit files in there for my work. Thanks!",12ce3fa35c458cb9
Fileservice,"Hi, could you please give me read and write access to the J:/ÖFZFOX/MOM-OSR folder on the J drive? I need to be able to open and edit files there. Thanks!",3ec6c01899748c28
O365,"Hi there, I need to get access to MS Teams but I'm not able to get in. Could someone help set that up for me? Thanks!",383981e2ad5ea434
Active Directory,"Hi, I need a new user account created for a new employee with username [USERNAME], including corporate network access and an email account. This is for location ID 13413 — [LOCATION]. Please let me know if you need anything else.",9af30442d900f878
O365,"Hi, I need a new user added to our Email User group. Could you help get them set up with access?",e0acaa3bd946bf5f
EOL,"Hi, [SERVER] is end-of-life and ready to be decommissioned. Please remove it from Nexthink, check for any lingering IP reservations, and give the network team a heads-up to remove the firewall rules.",cc70a54a4bddb282
Support general,"Hi, could someone create a [LOCATION] entry for [COMPANY].ads.dir with the A record pointing to [IP_ADDRESS]? Thanks!",ce5bee2da4c02bb2
Support general,"Hi, I need a Light user account created for an external contact — they'll just need email and basic system access. Please let me know if you need any additional details!",e9934873b13b4647
Support general,"Hi there, I just got a new work phone and need help getting everything set up on it. Could someone assist me?",de1c1286b7e4c022
O365,"Hi, could you please set up a new mailbox for me with a couple of alias email addresses attached to it? Let me know if you need any additional details.",cb267b00a485dc2e
Software,"Hi, I need a program installed on my computer. Can someone help get that taken care of?",7c99cea902bb1920
Fileservice,"Hi there, I'd like to request a new user account to be created. Could someone help get that set up? Please let me know if you need any additional details from me.",6bdd3d1362213fa0
O365,"Hey, I'm having trouble accessing Skype — I can't get in at all. Can someone take a look?",d859dd5d4fd462cc
O365,"Hi, we'd like to request a new O365 service account for our printers so they can scan to email. Feel free to update this ticket with any changes needed on the printer side too, like SMTP server, DNS server, SSL settings, or the email address being used.",fc584d791bd4ea7f
Software,"Hey, I need Parallels installed on my machine. Could someone help get that set up for me?",1ed70fad176dc595
Fileservice,"Hi, could you please set up R drive access for one of our team members? They need to be able to get into it for their work but currently don't have permissions.",86de9295032208d3
O365,"Hi there, I need some help with the Shakopee Employees distribution list — could someone look into this for me?",ab1c9df8ffc5ae54
Software,I'm trying to register through Okta but it's just not working — I keep getting stuck and can't complete the process. Can someone help me get this set up?,2457d233ffba9462
Fileservice,"Hey, could you grant me read and write access to the J:/CDC-C file share? I need to be able to open and save files there for my work. Thanks!",edb9efd8bc2caa82
Fileservice,"Hi there, I need read/write access to the J:[COMPANY]-TC file share. Could you get that set up for me when you get a chance? Thanks.",20c2384afb334595
O365,"Hey, it looks like a shared drive was set up on the wrong drive by mistake — could someone help get that moved to the correct location?",f2b2035337548a51
EOL,"We need to fully decommission [SERVER]. Can you remove it from Nexthink, make sure any IP reservations are cleared, and reach out to the network team about removing the firewall rules?",e986f993423e8116
Fileservice,"Hey, I need read/write access to J:/CE-STA/ please. Also, if that folder doesn't exist yet, could you create it as well? Appreciate the help!",6c2d80f9d42656ab
Computer-Services,"Hey, I need help getting a parallel printer installed — could someone assist me with the setup?",42e11135fca3f771
Computer-Services,"Hi, I have a computer-related issue involving [NAME] — could someone from IT reach out to help get this sorted? Thanks!",f0b5f80d5f95f2a9
Support general,"Hi, I'd like to request a Light external user account to be created — they just need basic system access and an email. Please let me know if you need any additional details.",6d6fe696464ddd93
EOL,"Hi, we need to decommission [SERVER] — can you remove it from Nexthink, check if there are any IP reservations that need to be cleared, and let the network team know to pull the firewall rules for it? Thanks.",7b2e2fdd220e0651
Active Directory,"Hi, I need to get a user account set up to mirror another existing user's permissions and access — basically make it match exactly. Can you help with that?",0fd21825d7890342
Fileservice,"Hi, I need read/write access to a few folders on the N: drive — specifically N:/[SERVER]/STA-LEM, N:/[SERVER]/STA-CAM, and N:/[SERVER]/STA-[LOC. Could you please get those permissions sorted for me?",b80932d0030e7866
Computer-Services,"The Brother BEE T01 printer is throwing an error — the display is showing messages about replacing parts and something about the drum. It's not printing at all, so could someone come take a look?",b177bd997082e570
Fileservice,"Hi there, could you please grant me read and write access to J:/ÖFZFOX/MOM-OSR? I need to be able to work with files in that folder. Thanks!",a6190d2dea9c2de9
EOL,"[SERVER] is being decommissioned — please remove it from Nexthink, check for any lingering IP reservations, and notify the network team so they can take care of the firewall rules on their end.",55abd1ddbb8bcd73
Fileservice,"Hi, I need a new user account set up — could someone help get that process started? Please let me know what information you need from me and I'll send it right over. Thanks!",cbf674b7c5da181b
Fileservice,"Hi, I was hoping to get permissions set up on the R drive — could someone take a look at that for me? Thanks.",e56710b960c56cbf
Support general,"Hello, could you please create a new Windows user account with Exchange email, Skype, and standard file share access? We need to get someone onboarded. Thanks!",164b533d2a0bbb25
Support general,"Hi, could someone create a [LOCATION] entry for [COMPANY].ads.dir? Thanks in advance.",9a2da09df8b43452
Support general,All my contacts have disappeared from my iPhone 5 — I have no idea where they went! Can someone help me get them back as soon as possible?,785bda928e3a4b05
Fileservice,"Hi, could you please set up read/write access for me on the J: drive? I need access to a few specific folders — I can follow up with the exact folder names if needed. Thanks!",240aac11c66907a1
Support general,"Hi there, I need another new Windows user account created with the usual setup — Exchange email, Skype, and standard file share access. Let me know if you need any additional details.",9ca4991fd6405336
