run,ticket_id,text,label,prediction,raw_output
Fireworks baseline,ea23e99c6649ec50,"Hi team, we have an employee who is leaving and we need to get their offboarding taken care of — that means deleting their Windows and email accounts, revoking access to all systems, and arranging for their hardware to be returned. Please let me know what you need from me to move this forward.",Active Directory,O365,O365
Fireworks baseline,04e7a1cadf1c0fed,"Could you help decommission [SERVER]? It needs to be removed from Nexthink, any IP reservations should be checked and cleaned up, and the network team will need to be notified to drop the firewall rules.",EOL,Computer-Services,Computer-Services
Fireworks baseline,10290eb25213659a,"Hi team, we'd like to request a new folder on the J: drive called '[LOCATION] - Apportionments'. For editing permissions, we'd need the following people to have editor access: [NAME] ([EMAIL]), [NAME] ([EMAIL]), [NAME] ([EMAIL]), and [NAME] ([EMAIL]). For viewing permissions: [NAME] ([EMAIL]), [NAME] ([EMAIL]), and [NAME] ([EMAIL]). Could you also check which of these people don't currently have access to the J: drive and grant them access as needed? Thank you so much in advance — [NAME]",Fileservice,Computer-Services,Computer-Services
Fireworks baseline,ca9d9f0ae5efb7b2,"We're taking [SERVER] offline for good. Could you handle removing it from Nexthink, sorting out any IP reservations, and coordinating with the network team on the firewall rules?",EOL,Computer-Services,Computer-Services
Fireworks baseline,63f6fb73bec352c2,"Hey, I need some help with my system configuration. Could someone reach out to assist me with getting things set up properly?",Software,Support general,Support general
Fireworks baseline,59783116879e08be,"Hey, could you handle the decommission of [SERVER] from Nexthink? That includes removing the system, reviewing any IP reservations, and coordinating with the network team to get the firewall rules removed.",EOL,Computer-Services,Computer-Services
Fireworks baseline,5bf48dac4eb5e908,"Hi, [NAME] is having two issues — Outlook isn't working at all and there's also no internet connection on their machine. Can someone come by to help as soon as possible?",O365,Support general,Support general
Fireworks baseline,fa68dd5c95d45878,"We need to decommission [SERVER] from Nexthink — please remove the system, check whether there are any IP reservations tied to it, and ping the network team to clean up the firewall rules.",EOL,Computer-Services,Computer-Services
Fireworks baseline,60fa4ab945587d53,"Hi, whenever I try to open a PDF file it keeps opening in WordPad instead of a PDF reader, and I can't read it properly at all. Can someone help me fix this so my PDFs open correctly?",Software,Fileservice,Fileservice
Fireworks baseline,c7e5effd97d8f661,"Hi team, we need to decommission [SERVER] — can you go ahead and remove it from Nexthink, check whether there are any IP reservations to clean up, and let the network team know to pull the firewall rules?",EOL,Computer-Services,Computer-Services
Fireworks baseline,4285cb50bc44c508,"Hi there, could you help me get a new user account set up? Please let me know if you need any additional details from me. Thanks!",Fileservice,Support general,Support general
Fireworks baseline,69d44b1d6452e518,This was flagged by [COMPANY] [LOCATION] — there's a vulnerable [LOCATION] on [SERVER] that needs to be looked into.,Support general,O365,O365
Fireworks baseline,30c7556ac5fb9dc7,"Hi, could you please set up a new account for me? I just started and need to get access sorted out. Thanks!",Active Directory,Support general,Support general
Fireworks baseline,20d97bc47beed79a,"Hello, could you set up a Light external user account with email and basic system access? It's for someone who works outside our organization. Thanks in advance!",Support general,O365,O365
Fireworks baseline,fa09b8fcc4971e56,"Hi there, we have a new user who needs an account set up. They'll need a Windows login, an Exchange email, Skype, and access to the standard shared drives. Could you get that created for them?",Support general,Computer-Services,Computer-Services
Fireworks baseline,b4c99e51aef70256,"I'm having a weird issue — when I'm connected through VPN, I can't access my R: drive the normal way. The only way I can get to it is by typing in the IP address directly. Is there a fix for this?",Fileservice,Computer-Services,Computer-Services
Fireworks baseline,f64826de097b8ced,"Hi! The [LOCATION] already has a PDS1000 helium gun listed in the equipment subfolder in Outlook called 'Genie Gun,' and we need a second PDS1000 added to that same folder listed as 'Genie Gun #2.' Could you get that added for us? Thanks so much!",O365,Fileservice,Fileservice
Fireworks baseline,e4a1a5a1ba5f8ca7,"Hi, I need a program installed on my computer so I can access the Itau account. Could someone help get that set up for me?",Software,O365,O365
Fireworks baseline,4110aedfa0670c61,"Hey, could you please create a new Windows user account for someone starting soon? They'll need Exchange email, Skype, and standard file share access set up. Appreciate it!",Support general,O365,O365
Fireworks baseline,5ad420ef2826130d,I'm working from home today and can't get an internet connection through my ethernet cable. Wifi seems fine but the wired connection just isn't working at all.,Support general,Computer-Services,Computer-Services
Fireworks baseline,0b61602b2ce464a9,"The printer isn't working right — I'm not sure exactly what's wrong, but something's off and my jobs aren't printing correctly. Can someone come have a look?",Computer-Services,Support general,Support general
Fireworks baseline,6a31c881185b7a04,"Can you kick off the decommission process for [SERVER]? Needs to be removed from Nexthink, IP reservations checked, and the network team should be looped in to remove the firewall rules.",EOL,Computer-Services,Computer-Services
Fireworks baseline,8ac22a9fd841d4c4,"Hi, just flagging that there's a vulnerability alert that was initiated by [COMPANY] [LOCATION] on [SERVER] at [LOCATION]. Could someone look into this as soon as possible?",Support general,O365,O365
Fireworks baseline,7a21b7a230258372,"Hi, I need to request login access for [LOCATION] — could someone please help me get that set up?",Fileservice,Support general,Support general
Fireworks baseline,16cc5937072331a3,"Hi team, we need to decommission [SERVER] from Nexthink. This includes removing the system from Nexthink, checking and cleaning up any IP reservations, and notifying the network team so they can remove the associated firewall rules. Please let me know if you need any additional details to get this done.",EOL,Computer-Services,Computer-Services
Fireworks baseline,b9bba11a9f1e0945,"Hi there, I need a few applications installed on my machine. Could someone reach out to get that sorted?",Software,Support general,Support general
Fireworks baseline,a87a6d1705d932ae,"Hello, could you please create a Light external user account with email and basic system access for someone outside our organization? Thanks so much!",Support general,O365,O365
Fireworks baseline,71a07db0f81c8cd0,"Hey, I need to request access to [LOCATION] for our IT team — the site address is [ADDRESS], Americas region. Could someone get that set up?",Active Directory,O365,O365
Fireworks baseline,9e1b03bd9cf94ff5,"Hi, I'm trying to access something but it looks like I don't have the right permissions. Could someone look into releasing access for me? Happy to provide more details if needed.",Fileservice,Support general,Support general
Fireworks baseline,9c2e227fbdae2080,Good morning! I was hoping someone could help me get the SHARP printer installed on my laptop. Thanks in advance!,Computer-Services,Software,Software
Fireworks baseline,2818984be0633535,"Hi there, we need to cancel a user's account and make sure all their access is revoked. Please let me know what information you need from me to get this done.",Active Directory,INVALID,I would categorize this ticket as: Active Directory
Fireworks baseline,3f32e8a2b5b5a8dc,"Hi, I need my Okta Verify reset — I'm not able to authenticate right now and I'm locked out of everything. Please help!",Software,O365,O365
Fireworks baseline,efbbb92eefd7ddda,"Hello everyone, I'm running into a network access issue between two servers. From [IP_ADDRESS] there's no access to port 443 (HTTPS) on [IP_ADDRESS], though it works fine in the other direction. We have a geoprocessing web application that requires two-way communication over HTTPS between the app server and the geoprocessing server, so we really need traffic to flow both ways. Could you please enable access from [IP_ADDRESS] to port 443 on [IP_ADDRESS]? Thanks so much, [NAME]",Support general,INVALID,Network Access Issue
Fireworks baseline,bdfe54fe6a09e70a,"Hi, I'm having some trouble with access — could someone help me out? I'm not sure who else to contact.",Active Directory,Support general,Support general
Fireworks baseline,c80bbfd28ef5c491,"Hey, I just realized I don't have Outlook on my computer — can someone get that installed for me? I need it to handle my emails.",Software,O365,O365
Fireworks baseline,2ecb11b307867d09,"Hi there, we have a new person starting and they'll need a user account set up. Could you help get that sorted out for them?",Fileservice,Support general,Support general
Fireworks baseline,547b58d0139533e1,"Hello, I need a new Windows account set up for someone on my team. They'll need email through Exchange, Skype, and access to the standard shared drives. Thanks!",Support general,O365,O365
Fireworks baseline,27c2cb666560c30a,"Hello, I need a Light (external) user account created with email access and basic system permissions. Could you get that set up for me? Let me know what information you need.",Active Directory,Support general,Support general
Fireworks baseline,74cbcad4893dbb00,"Hi, I need a program installed on my computer and also need the printer drivers updated. Could someone help me get both of those sorted out?",Computer-Services,Support general,Support general
Fireworks baseline,dd47d6637644c0f8,This was initiated by [COMPANY] [LOCATION] — there's a vulnerable [LOCATION] identified at [LOCATION]-[ADDRESS] that needs to be investigated.,Support general,O365,O365
Fireworks baseline,d4af0c3b69cc74e4,"Hey, I need to get registered with Okta and I'm not sure how to do it on my own. Could someone walk me through the new Okta registration process?",Software,O365,O365
Fireworks baseline,1f383a47c22148fc,"Hello, could you please set up read/write access to [SERVER]-FINANCE-RW for me? I need to be able to view and edit files there for my work. Thanks!",Fileservice,O365,O365
Fireworks baseline,d167893b85013fd0,"Hi there, could someone please install Microsoft Teams on my computer? I need it to connect with my team and I don't have it yet.",Software,O365,O365
Fireworks baseline,bb5b86313d28382f,"Hey, can someone kick off the decommission process for [SERVER] in Nexthink? Need the system removed, IP reservations reviewed, and the network team brought in to handle the firewall rule cleanup.",EOL,Computer-Services,Computer-Services
Fireworks baseline,157fee2d953dfdd9,"Hello, we have a new team member starting and need a user account created for them. Could you help get that set up? Let me know what information you need from me.",Fileservice,Support general,Support general
Fireworks baseline,d87307e200889cf3,"Hey, [SERVER] is ready to be decommissioned. Please go ahead and remove it from Nexthink, double-check any IP reservations tied to it, and reach out to the network team about cleaning up the firewall rules.",EOL,Computer-Services,Computer-Services
Fireworks baseline,01b46e1aaedcc28b,"Hey, could someone check the DNS and DHCP entries for the 10.10.89.0 network on the server side? Something doesn't seem right and it needs to be looked into.",Support general,Computer-Services,Computer-Services
Fireworks baseline,5fa732cf77e7b0b0,"Heads up — emergency maintenance has been scheduled on [SERVER] at [LOCATION] for 2018-08-31 at 02:00 [LOCATION], affecting cpe0004630 ([LOCATION]_Balcarce), cpe0007405 ([LOCATION]_SaoPaulo), and cpe0008460 ([LOCATION]_PatosDeMinas) for [COMPANY] SE. Feedback on this is required — please respond when you can.",Support general,O365,O365
Fireworks baseline,b8c252526b36df23,"Hi, could you please create a Light (external) user account with email and basic system access for an external user? Thanks so much!",Support general,Fileservice,Fileservice
Fireworks baseline,0a8b335d38e62edb,"Hi, I need to get a new email address set up. Could someone help me with that?",Active Directory,O365,O365
Fireworks baseline,5102a9a6b3b0c4b8,I need some help getting a conference call set up. Could someone assist me with that when you get a chance?,O365,Support general,Support general
Fireworks baseline,9f225b43be109ec1,"Hi, I need to request that [NAME]'s user account and all associated access be cancelled. Please let me know once that's been taken care of.",Active Directory,O365,O365
Fireworks baseline,07629d51533938c3,"Hi, is it possible to have attachments automatically removed or stripped from emails that come in from external senders? I'd like to get that set up if we can.",O365,Fileservice,Fileservice
Fireworks baseline,2135dd35f563c29e,"Hi, I'm having a problem with my computer — it's not turning on at all. I press the power button and nothing happens. Can someone come take a look as soon as possible?",Support general,Computer-Services,Computer-Services
Fireworks baseline,57f263938739c2a1,"Hi, could you please set up a Light (external) user account for someone who needs email access and basic system access? Thanks in advance!",Support general,O365,O365
Fireworks baseline,835c596a53a8f1f4,"Hey, I'm having an issue with the BlackBerry Work app on my phone — can someone take a look and help me get it working again?",Support general,Software,Software
Fireworks baseline,dfaf688f1f2575ba,I'm having trouble printing — every time I try to print something nothing happens. I'm not sure if it's the printer or my computer but I can't get anything to come out. Can someone help?,Computer-Services,Support general,Support general
Fireworks baseline,02fd4dbfd11e27f7,"[SERVER] is being taken offline and needs to be fully decommissioned. Can you remove it from Nexthink, sort out any remaining IP reservations, and let the network team know to remove the firewall rules?",EOL,Computer-Services,Computer-Services
Fireworks baseline,cc5c244e12918b2c,"Hi, this is being flagged by [COMPANY] at [LOCATION] — it looks like there's a vulnerable version of Office running on [SERVER] that needs to be addressed. Could someone look into getting this patched?",Support general,O365,O365
Fireworks baseline,66a20df39c4f9093,"Hi, Skype has stopped working on several of our computers here and I'm not sure what's going on. Could someone come take a look or let us know how to fix it?",O365,Support general,Support general
Fireworks baseline,db7861ac1970259a,"Hi there! We need to decommission [SERVER] — please remove it from Nexthink, check if there are any IP reservations still assigned to it, and coordinate with the network team to get those firewall rules removed.",EOL,Computer-Services,Computer-Services
Fireworks baseline,f18043005ca1948f,"Hi, could you please set up a new Windows account for a new team member? They'll need email access through Exchange, Skype, and the standard file share access that everyone else has.",Support general,Computer-Services,Computer-Services
Fireworks baseline,04a2322fbbb5aef9,"Hello, could you please create a light external user account for someone outside our organization? They just need basic email access and standard system access. Thank you!",Support general,O365,O365
Fireworks baseline,c12b66bca7636f07,"Hey, we're decommissioning [SERVER] and need the Nexthink entry removed, any IP reservations reviewed, and the network team looped in to remove the firewall rules. Can you take care of that?",EOL,Computer-Services,Computer-Services
Fireworks baseline,669de02cd3ed994c,"Hi, I'm having trouble accessing the Itau bank website — it just won't load for me. Can you help me figure out what's going on?",Support general,O365,O365
Fireworks tuned,c9f0003e33d4c4a5,"Hi, could you please set me up with access to LVS? I need it for my work but I'm not able to get in at the moment. Thanks!",Fileservice,Support general,Support general
Fireworks tuned,f378873b0f1ea6f3,"Hey, I'm trying to duplicate my screen but I can't get it to work — could someone help me set it up?",Support general,Computer-Services,Computer-Services
Fireworks tuned,5c25918d4aee6b69,"Hey, I just got a new computer and need help getting it set up. Can someone assist?",Active Directory,Support general,Support general
Fireworks tuned,ea23e99c6649ec50,"Hi team, we have an employee who is leaving and we need to get their offboarding taken care of — that means deleting their Windows and email accounts, revoking access to all systems, and arranging for their hardware to be returned. Please let me know what you need from me to move this forward.",Active Directory,Support general,Support general
Fireworks tuned,63f6fb73bec352c2,"Hey, I need some help with my system configuration. Could someone reach out to assist me with getting things set up properly?",Software,Support general,Support general
Fireworks tuned,30c7556ac5fb9dc7,"Hi, could you please set up a new account for me? I just started and need to get access sorted out. Thanks!",Active Directory,Support general,Support general
Fireworks tuned,b4c99e51aef70256,"I'm having a weird issue — when I'm connected through VPN, I can't access my R: drive the normal way. The only way I can get to it is by typing in the IP address directly. Is there a fix for this?",Fileservice,Computer-Services,Computer-Services
Fireworks tuned,909a2758556e360c,"Hello [NAME], could you please set up the following users for [URL] emails the same way [NAME] was configured — so emails are delivered to the portal and the user gets a notification through Flow? I've attached a reference email. Let me know if you have any questions!",O365,Software,Software
Fireworks tuned,7a21b7a230258372,"Hi, I need to request login access for [LOCATION] — could someone please help me get that set up?",Fileservice,Support general,Support general
Fireworks tuned,71a07db0f81c8cd0,"Hey, I need to request access to [LOCATION] for our IT team — the site address is [ADDRESS], Americas region. Could someone get that set up?",Active Directory,Support general,Support general
Fireworks tuned,9e1b03bd9cf94ff5,"Hi, I'm trying to access something but it looks like I don't have the right permissions. Could someone look into releasing access for me? Happy to provide more details if needed.",Fileservice,Active Directory,Active Directory
Fireworks tuned,c80bbfd28ef5c491,"Hey, I just realized I don't have Outlook on my computer — can someone get that installed for me? I need it to handle my emails.",Software,O365,O365
Fireworks tuned,2ecb11b307867d09,"Hi there, we have a new person starting and they'll need a user account set up. Could you help get that sorted out for them?",Fileservice,Support general,Support general
Fireworks tuned,27c2cb666560c30a,"Hello, I need a Light (external) user account created with email access and basic system permissions. Could you get that set up for me? Let me know what information you need.",Active Directory,Support general,Support general
Fireworks tuned,d167893b85013fd0,"Hi there, could someone please install Microsoft Teams on my computer? I need it to connect with my team and I don't have it yet.",Software,O365,O365
Fireworks tuned,0a8b335d38e62edb,"Hi, I need to get a new email address set up. Could someone help me with that?",Active Directory,O365,O365
Fireworks tuned,5102a9a6b3b0c4b8,I need some help getting a conference call set up. Could someone assist me with that when you get a chance?,O365,Support general,Support general
Fireworks tuned,2135dd35f563c29e,"Hi, I'm having a problem with my computer — it's not turning on at all. I press the power button and nothing happens. Can someone come take a look as soon as possible?",Support general,Computer-Services,Computer-Services
Fireworks tuned,cc5c244e12918b2c,"Hi, this is being flagged by [COMPANY] at [LOCATION] — it looks like there's a vulnerable version of Office running on [SERVER] that needs to be addressed. Could someone look into getting this patched?",Support general,O365,O365
